SKU,name,uvas,añada,D.O.,tipo_crianza,meses_barrica,tipo_vino,proveedor,final_price,description,descripcion_combinada
VT-HACIENDA-SOLANO-FINCA-CASCORRALES,Vino Tinto Hacienda Solano Finca Cascorrales,Tempranillo,2014,D.O. Ribera del Duero,Crianza,18 meses,Vino Tinto,HACIENDA SOLANO S.L.,60.5,"El Vino Tinto Hacienda Solano Finca Cascorrales de Bodega Hacienda Solano pertenece a la D.O. Ribera del Duero y es elaborado a partir de las variedades de uva 100% Tempranillo.
Tipología de vino: Vino de parcela elaborado con uvas procedentes de viñas seleccionadas de más de 100 años en el paraje de Cascorrales (suelos de canto rodado y arcilla).
Vinificación: En barricas abiertas de 500 litros. Con trabajo manual, maceración poco extractiva y larga.
Crianza: 18 meses en barricas de roble francés y 4 meses en depósito.
Temperatura de servicio recomendada: 16ºC.
Bodega Hacienda Solano
Hacienda Solano es una pequeña bodega familiar, situada en La Aguilera, Burgos. Un pueblo que cuenta con algunos de los mejores y más antiguos viñedos de la D.O. Ribera del Duero.
La bodega es pequeña y coqueta, situada sobre el antiguo lagar de la familia Cubillo-Solano. Aquí se cultiva cada parcela por separado, buscando la máxima expresión de los suelos.
Con un trabajo sencillo, el objetivo es que cada uno de los vinos refleje el carácter del lugar, el clima y el entorno de pinos que rodea la bodega, el tipo y la estructura del suelo, así como la forma de elaborar vinos en La Aguilera.
Viñedos de la Bodega
En Hacienda Solano se trabaja con viñedos propios, con una viticultura sostenible que refleja el paso de varias generaciones de viticultores. En ellos hay frío, calor, mucho esfuerzo y dedicación, pero sobre todo pasión.
Su filosofía ha sido siempre de mínima intervención, se trabaja de forma artesanal, sin levaduras, sin adicciones, con crianzas respetuosas, se busca la libre expresión del viñedo.
La variedad de uva Tempranillo es la protagonista, sin renunciar a la Albillo en pequeñas dosis. El carácter y finura de los suelos calizos se refleja en el estilo de los vinos.
Si tiene alguna duda a la hora de comprar Vino Tinto Hacienda Solano Finca Cascorrales, póngase en contacto con el sumiller de nuestra tienda online de vinos y le asesorará sin compromiso.",Tempranillo 2014 D.O. Ribera del Duero Crianza 18 meses Vino Tinto HACIENDA SOLANO S.L. 60.5
VB-Vitaran-Cepas-Viejas,Vino Blanco Vitarán Cepas Viejas,Malvasía|Viura,2014,D.O.C. Rioja,Fermentado en Barrica,6 meses,Vino Blanco,Bodegas Castillo de Mendoza,8.46,"Vitarán Blanco Cepas Viejas es un vino blanco elaborado con uvas de las variedades Viura y Malvasía procedentes de las centenarias vides Finca Vitarán, vendimiadas manualmente en cajas de pequeña capacidad. La maceración prefermentativa se produce en frío a una temperatura controlada de 6 a 8º C. Fermentación alcohólica en barricas nuevas de roble húngaro. Crianza en barrica sobre sus lías finas de entre 4 y 6 meses.
Denominación de Origen: Rioja
Variedad: Viura y Malvasía
Crianza: Fermentado en Barrica.
Bodegas Castillo de Mendoza
Botella: 0,75 L.
Graduación alcohólica: 13,5% vol.
Si tiene alguna duda a la hora de comprar el vino blanco Vitarán Blanco Cepas Viejas, póngase en contacto con nuestro sumiller y le asesorará sin compromiso.",Malvasía|Viura 2014 D.O.C. Rioja Fermentado en Barrica 6 meses Vino Blanco Bodegas Castillo de Mendoza 8.46
VT-castillo-mendoza-reserva,Vino Tinto Castillo de Mendoza Reserva,Tempranillo,2011,D.O.C. Rioja,Reserva,24 meses,Vino Tinto,Bodegas Castillo de Mendoza,18.5,"Nombre: CASTILLO DE MENDOZA RESERVA
Denominacion de Origen: Rioja
Variedad: 100% Tempranillo
Crianza: 24 meses en barricas nuevas de roble francés
Bodegas Castillo de Mendoza
Notas de cata del vino tinto Castillo de Mendoza Reserva:
Color rojo picota-rubí. Aromas dominantes de frutos negros y rojos muy maduros con notas de regaliz propias de la variedad perfectamente armonizados con tonos torrefactos y especiados de madera donde emergen vainillas y canelas. Sensaciones en boca de gran volumen, estructura y frescura con taninos muy dulces y un final muy largo e intenso de nuevo en lo aromático.
Si tiene alguna duda a la hora de comprar el vino tinto Castillo de Mendoza Reserva, póngase en contacto con nuestro sumiller y le asesorará sin compromiso.
Botella: 0,75 L.
Graduación alcohólica: 14% vol.",Tempranillo 2011 D.O.C. Rioja Reserva 24 meses Vino Tinto Bodegas Castillo de Mendoza 18.5
VT-consejo-alta-crianza,Vino Tinto Consejo de La Alta Crianza,Tempranillo,2012,D.O.C. Rioja,Crianza,12 meses,Vino Tinto,CONSEJO DE LA ALTA,10.7,"Nombre: VINO TINTO CONSEJO DE LA ALTA CRIANZA
Denominación de Origen: D.O. ca Rioja
Variedad: Tempranillo 100%
Crianza: 12 meses en barricas de roble francés
Bodega: Consejo de la Alta
Notas de cata del vino  Consejo de la Alta Crianza:            

Vista: Rojo cereza, con ribetes violáceos y capa media- alta.
Nariz: Intensa con aromas de fruta fresca, toques de eucalipto y regaliz, final muy balsámico y penetrante
Boca: Potencia en boca, tanino sabroso y poderoso, final largo y fresco,un vino muy fácil de beberse

Botella: 0,75 L.
Si tiene alguna duda a la hora de compra el vino tinto Consejo de la Alta Crianza, póngase en contacto con nuestro sumiller y le asesorará sin compromiso.",Tempranillo 2012 D.O.C. Rioja Crianza 12 meses Vino Tinto CONSEJO DE LA ALTA 10.7
VB-SEMSUM2,Vino Blanco Semsum 2,Macabeo|Moscatel,2022,D.O. Alicante,Joven,Sin paso por barrica,Vino Blanco,MG Wines Group S.L.,6.03,"Nombre: VINO BLANCO SEMSUM2
Denominación de Origen: D.O. Alicante
Bodega: Casa Corredor (MG Wines Group)
Variedad: 60% Macabeo y 40 % Moscatel
Puntos: 85 puntos Peñín
Se recomienda servir a una temperatura entre 7°C y 10°C.
Si tiene alguna duda a la hora de compra el Vino Blanco Semsum2, póngase en contacto con nuestro sumiller y le asesorará sin compromiso.",Macabeo|Moscatel 2022 D.O. Alicante Joven Sin paso por barrica Vino Blanco MG Wines Group S.L. 6.03
LAFIPAMA,Vino Tinto Lavia Finca Paso Malo,Monastrell,2015,D.O. Bullas,Crianza,18 meses,Vino Tinto,MG Wines Group S.L.,35.1,"VINO TINTO LAVIA FINCA PASO MALO  
Denominacion de origen: D.O. Bullas
Variedad: 100%  Monastrell del pago Paso Malo
Crianza: 18 meses en barricas de roble francés
Bodega: Lavia
Premios: Medalla Oro de AkataVino 2016
Puntos : Guia Peñin 2015 93 Puntos
Botella: 0,75 L.
Si tiene alguna duda a la hora de comprar el vino tinto Lavia + Finca Paso Malo, póngase en contacto con nuestro sumiller y le asesorará sin compromiso.",Monastrell 2015 D.O. Bullas Crianza 18 meses Vino Tinto MG Wines Group S.L. 35.1
VT-LAVIA,Vino Tinto Lavia,Monastrell,2017,D.O. Bullas,Crianza,12 meses,Vino Tinto,MG Wines Group S.L.,10.76,"VINO TINTO LAVIA 
El vino Tinto Lavia,  perteneciente a la D.O. Bullas por la Bodega: Lavia elavorado con las variedades 80% Monastrell, 20% Syrah con una crianza de 18 meses en barricas de roble francés
Lavia. Este vino tinto de la región de Bullás, en Murcia, proviene de cultivos ecológicos y tiene un delicado cuvée que le da una gran amplitud aromática y un excelente equilibrio y untuosidad. Es un vino joven con crianza que se destaca como uno de los mejores de la zona, y es imprescindible probarlo.
Lo disfrutarás por los taninos aportados y su final prolongado y fresco. Además, es un vino que mejora al tomarlo y tiene una excelente evolución en boca. También es interesante destacar que los viñedos de Bodegas Lavia son 100% ecológicos.
Notas de cata del vino Lavia:      

Vista: Rojo cereza, con ribetes violáceos y capa media- alta.
Nariz: Intensa con aromas de fruta fresca, toques de eucalipto y regaliz
Boca: Potencia en boca, tanino sabroso y poderoso, final largo y fresco-

Botella: 0,75 L.
Si tiene alguna duda a la hora de compra el Vino Tinto Lavia póngase en contacto con nuestro sumiller y le asesorará sin compromiso",Monastrell 2017 D.O. Bullas Crianza 12 meses Vino Tinto MG Wines Group S.L. 10.76
VT-MIRA-SALINAS,Vino Tinto Mira Salinas,Alicante Bouschet|Cabernet Sauvignon|Monastrell|Petit Verdot,2015,D.O. Alicante,Crianza,14 meses,Vino Tinto,MG Wines Group S.L.,18.18,"Vino Tinto Mira Salinas
Denominacion de Origen: D.O. Alicante
Variedad: 60% Monastrell – 10% Cabernet Sauvignon – 20% Garnacha Tintorera – 10% Petit Verdot
Crianza: 14 meses en barricas de roble francés
Bodega: Sierra Salinas.
Premios: AkataVino 2016 Medalla de Oro 
Puntos: GuiaPeñin 2011 93 Puntos
Mundus Vini Awards 2012 Medalla de Plata
Botella: 0,75 L.
Si tiene alguna duda a la hora de comprar el Vino Tinto Mira Salinas, póngase en contacto con nuestro sumiller y le asesorará sin compromiso.",Alicante Bouschet|Cabernet Sauvignon|Monastrell|Petit Verdot 2015 D.O. Alicante Crianza 14 meses Vino Tinto MG Wines Group S.L. 18.18
VT-MOSA,Vino Tinto Mo Salinas Monastrell,Garnacha Tintorera,2019,D.O. Alicante,Roble,4 meses,Vino Tinto,MG Wines Group S.L.,5.99,"Vino tinto Mo Salinas Monastrell
Denominacion de origen: D.O. Alicante
Variedad: Monastrell, Cabernet Sauvignon y Alicante Bouschet.
Crianza: 4 meses en barricas de roble francés
Bodega: Sierra Salinas (Perteneciente a MG Wines Group).
Puntos : Decanter 2013 Medalla de bronce
Si tiene alguna duda a la hora de comprar el vino tinto MO Salinas, póngase en contacto con nuestro sumiller y le asesorará sin compromiso.",Garnacha Tintorera 2019 D.O. Alicante Roble 4 meses Vino Tinto MG Wines Group S.L. 5.99
VT-PUERTO-SALINAS,Vino Tinto Puerto Salinas,Alicante Bouschet|Cabernet Sauvignon|Monastrell|Petit Verdot,2013,D.O. Alicante,Crianza,12 meses,Vino Tinto,MG Wines Group S.L.,12.51,"VINO TINTO PUERTO SALINAS
Denominacion de Origen: D.O. Alicante
Variedad: 70% Monastrell, 10% Cab. Sauvignon , 15% Garnacha Tintorera , 5% Petit Verdot
Crianza: 12 meses en barricas de roble francés
Bodega: Sierra Salinas
Premios: Premios AkataVino 2016 Medalla de Oro.
Decanter 2013 Medalla de Honor.
Robert´s Parker Wine Advocate 2012 : 92 Puntos
Si tiene alguna duda a la hora de compra el vino tinto Puerto Salinas, póngase en contacto con nuestro sumiller y le asesorará sin compromiso.",Alicante Bouschet|Cabernet Sauvignon|Monastrell|Petit Verdot 2013 D.O. Alicante Crianza 12 meses Vino Tinto MG Wines Group S.L. 12.51
Salinas-1237,Vino Tinto Salinas 1237,Alicante Bouschet|Cabernet Sauvignon|Monastrell,2015,D.O. Alicante,Crianza,21 meses,Vino Tinto,MG Wines Group S.L.,59.13,"VINO TINTO SALINAS 1237
Denominacion de origen: D.O. Alicante
Variedad: 45 % Garnacha Tintorera, 33% Petit Verdot, 12 % Cab.Sauvignon y 10% Monastrell
Crianza: Crianza sobre lias en barricas nuevas francesas durante 21 meses
Bodega: Sierra Salinas
Premios: Medalla Gran Oro de AkataVino 2016
Puntos: Guia Peñin 2011 : 93 Puntos
 Este vino aparece con 92 puntos, otorgados por el prestigioso Robert Parker, en la guia Wine Advocate 2017.
Si tiene alguna duda a la hora de comprar el vino tinto Salinas 1237, póngase en contacto con nuestro sumiller y le asesorará sin compromiso.",Alicante Bouschet|Cabernet Sauvignon|Monastrell 2015 D.O. Alicante Crianza 21 meses Vino Tinto MG Wines Group S.L. 59.13
VR-TILENUS-ROBLE,Vino Tinto Tilenus Roble,Mencía,2020,D.O. Bierzo,Roble,10 meses,Vino Tinto,MG Wines Group S.L.,10.98,"El vino tinto Tilenus Roble
La bodega Estefanía, bajo la Denominación de Origen D.O. Bierzo, ha creado una verdadera joya vinícola que encapsula la esencia y el carácter únicos de esta región. La variedad de uva Mencía, autóctona de la zona, es la protagonista absoluta en este vino, y su crianza en barricas de roble francés durante 8 a 12 meses le confiere una personalidad inconfundible.
El Tilenus Roble se presenta con un hermoso color rojo cereza intenso que se despliega en la copa, con reflejos violáceos en el borde, indicando su juventud y vitalidad. A nivel aromático, este vino sorprende con una explosión de frutas rojas maduras, dominadas por la cereza y la mora. Estos aromas se entrelazan armoniosamente con las notas especiadas y de vainilla, que son el legado de su crianza en barrica.
El paso por boca de este vino es igualmente impresionante. Su equilibrio y suavidad son notables, con una acidez moderada que realza su frescura y un sabor agradable que perdura en el paladar. El final largo y persistente es una característica que lo hace especialmente atractivo para los amantes del vino tinto de calidad. Cada sorbo de Tilenus Roble es una experiencia sensorial que deleita los sentidos y deja una impresión duradera.
La bodega Tilenus, responsable de la creación de este vino excepcional, es una de las más destacadas en la región del Bierzo. Con una dedicación incansable a la producción de vinos de alta calidad, esta bodega ha ganado su lugar en el escenario vinícola internacional. Su compromiso con la excelencia y la tradición es evidente en cada botella que produce.
El Bierzo, situado en el noroeste de España, es una región vinícola de gran prestigio. Su paisaje montañoso y su clima continental crean condiciones ideales para el cultivo de uvas de alta calidad. La bodega Tilenus, con su ubicación privilegiada en esta región, se beneficia de un terroir único que se refleja en sus vinos.
Es importante destacar que el Tilenus Roble ha sido reconocido por expertos en la industria del vino. En particular, la añada 2010 recibió una calificación impresionante de 90 puntos por parte de Robert Parker's Wine Advocate, un logro que refuerza su posición como un vino de referencia en su categoría. Cada botella de Tilenus Roble es un testimonio de la artesanía, la tradición y el amor por la tierra que caracterizan a la región del Bierzo. Es una elección segura para aquellos que buscan una experiencia vinícola auténtica y excepcional.
Si está considerando la posibilidad de adquirir una botella de Tilenus Roble, no dude en ponerse en contacto con nuestro sumiller. Nuestro sumiller estará encantado de brindarle asesoramiento personalizado y responder a cualquier pregunta que pueda tener sobre este vino. Su conocimiento y experiencia son invaluables a la hora de seleccionar el vino perfecto para satisfacer sus gustos y preferencias.
El vino tinto Tilenus Roble es un testimonio de la excelencia vinícola del Bierzo y de la pasión y el compromiso de la bodega Tilenus por producir vinos excepcionales. Con su carácter frutal, sus notas especiadas y su elegante crianza en roble, este vino es una elección perfecta para aquellos que desean experimentar la belleza y el sabor de esta región única en cada sorbo.",Mencía 2020 D.O. Bierzo Roble 10 meses Vino Tinto MG Wines Group S.L. 10.98
VB-TILENUS-GODELLO,Vino Blanco Tilenus Godello,Godello,2019,D.O. Bierzo,Joven,Sin paso por barrica,Vino Blanco,MG Wines Group S.L.,9.1,"VINO BLANCO TILENUS GODELLO
Este vino pertenece a las Bodegas MG Wines Group y tiene una Denominación de Origen Bierzo (Castilla y León, España).
Está compuesto por uva Godello 100%.
No tiene crianza.
Ha obtenido 90 puntos en el Robert´s Parker Wine Advocate. 
Posee una graduación alcohólica de 14%.
Se recomienda servir a una temperatura entre 7°C y 10°C.
Si tiene alguna duda a la hora de comprar VINO BLANCO TILENUS GODELLO, póngase en contacto con nuestro sumiller y le asesorará sin compromiso.",Godello 2019 D.O. Bierzo Joven Sin paso por barrica Vino Blanco MG Wines Group S.L. 9.1
