SKU,name,description,final_price,uvas,proveedor,añada,D.O.,tipo_crianza,meses_barrica,tipo_vino
MAVITORIACR,Vino Tinto Marqués de Vitoria Crianza,"<p>VINO TINTO MARQUÉS DE VITORIA CRIANZA</p>
<p>El <strong>vino tinto Marqués de Vitoria Crianza</strong> está elaborado con uva <strong>tempranillo</strong> 100%. Pertenece a la <strong>D.O. Rioja</strong>. <br /> <br />Elaborado con uva seleccionada de <em>cepas entre 15 y 20 años</em> de edad. Envejecido en <strong>barricas de roble americano</strong> y posterior maduración en botella, antes de presentarse en el mercado.</p>
<p>Servir este vino a una temperatura entre 16º y 18º.<br /> <br />MARIDAJE DEL VINO TINTO MARQUÉS DE VITORIA CRIANZA:<br /> <br />Es idóneo con <strong>pescados en salsa y carnes blancas</strong>, embutidos y quesos de media curación.  <br /> <br />NOTA DE CATA VINO TINTO MARQUÉS DE VITORIA CRIANZA:<br /> <br />Vista: <strong>Cereza intenso</strong> algo oscuro. Limpio y brillante.<br /> <br />Nariz: Gracias a la madera, tiene <strong>aromas a tostado</strong> con fondos frutales.<br /> <br />Boca: Agradable, bien proporcionado entre su paso por la madera y los <strong>gustos frutales</strong>. Evoluciona bien en botella.<br /> <br />Graduación Alcohólica de El Vino Tinto: 13,5 grados<br /> <br />Si tiene alguna duda a la hora de comprar el <strong>vino tinto Marqués de Vitoria Crianza</strong>, póngase en contacto con el sumiller de nuestra tienda online de vinos y le asesorará sin compromiso.</p>",7.55,Tempranillo,VOLDISTRIBUCION MADRID S.A.,2014,D.O.C. Rioja,Crianza,12 meses,Vino Tinto
ADLIMATI,Vino Tinto Ad Libitum Maturana Tinta,"<p>VINO TINTO AD LIBITUM MATURANA TINTA</p>
<p>El vino tinto Ad Libitum Maturana Tinta est&aacute; elaborado con <strong>100% Maturana&nbsp;Tinta&nbsp;</strong>y pertenece a la <strong>D.O. Ca. Rioja.</strong></p>
<p>Este vino ha tenido una crianza de <strong>11 meses en barrica </strong>de roble franc&eacute;s. Pertenece a <strong>Bodegas Juan Carlos Sancha.</strong></p>
<p>La variedad Maturana Tinta es una variedad minoritaria de la zona de La Rioja que pr&aacute;cticamente qued&oacute; extinguida y estas bodegas han recuperado.</p>
<p>Servir este vino a una temperatura entre 16&ordm; y 18&ordm;, antes de ser servido es recomendable decantarlo.</p>
<p>MARIDAJE DEL VINO TINTO AD LIBITUM MATURANA TINTA:<br />&nbsp;<br />Est&aacute; especialmente recomendado para <strong>carnes rojas, embutidos, platos elaborados con pasta fresca y pescados a la placha</strong>.<br />&nbsp;<br />NOTA DE CATA VINO TINTO AD LIBITUM MATURANA TINTA:&nbsp;<br />&nbsp;<br />Vista: En vista se presenta color&nbsp;<strong>rojo picota&nbsp;brillante con ribetes viol&aacute;ceos</strong>.<strong>&nbsp;<br /></strong>&nbsp;<br />Nariz: En nariz se presenta con un&nbsp;aroma a <strong>flores azules y regaliz sobre un fondo de frutas&nbsp;silvestres (ar&aacute;ndanos y moras)&nbsp;y minerales</strong>.</p>
<p>Boca: En boca se presenta con <strong>buena estructura y acidez, ligeramente astringente</strong>.<br />&nbsp;<br />Graduaci&oacute;n Alcoh&oacute;lica de El Vino Tinto Ad Libitum Maturana Tinta: 13.00 grados<br />&nbsp;<br />Si tiene alguna duda a la hora de <strong>comprar Vino tinto Ad Libitum Maturana Tinta</strong>, p&oacute;ngase en contacto con el sumiller de nuestra tienda online de vinos y le asesorar&aacute; sin compromiso.</p>",8.68,Maturana Tinta,"Juan Carlos Sancha, S.L.",2013,D.O.C. Rioja,Crianza,11 meses,Vino Tinto
GAFODEPR,Vino Tinto La Garnacha Fosca del Priorat,"<p><strong>VINO TINTO LA GARNACHA FOSCA DEL PRIORAT </strong></p>
<p>Es un Vino Tinto de Garnacha, que combina perfectamente con la mineralizacion tipica del Priorat, con una fruta sabrosa y fresca, lo que hace a este vino facil de beber pero a vez complejo.</p>
<p>Utiliza un tipo de uva <strong>100% Garnacha tinta.</strong></p>
<p>Procede de vi&ntilde;edos viejos, de mas de 60 a&ntilde;os, situados en tierras pizarrosas en la zona del Molar, en Tarragona.</p>
<p>La Vendimia de este fantastico vino se realiza manualmente y su elaboracion y crianza se realiza en la mima zona.</p>
<p>Posee una crianza de <strong>10 meses en barrica </strong>de Roble Frances.</p>
<p>El Vino Tinto Garnacha Fosca del Priorat tiene un color burdeos donde se diferencias notas de crianza y juventud.</p>
<p>Posee un aroma intenso en el que se combina perfectamente la mineralidad de las pizarras oscuras del suelo con la fruta roja caracteristica de la garnacha.</p>
<p>En Boca es un <strong>vino sabroso</strong>, equilibrado entre su elegancia y finura, tambien destaca su complejidad y su longitud.</p>
<p>Con un Volulmen Alcoholico de 14%</p>
<p>Si tiene alguna duda sobre este <strong>Vino Tinto La Garnacha Fosca del Priorat </strong>puede ponerse en contacto con nuestro sumiller que le resolvera todas sus preguntas.</p>",13.0,Garnacha,"Atocha Vallecas, S.L.",2019,D.O.Q. Priorat,Roble,10 meses,Vino Tinto
VB-MARQUES-DE-VIZHOJA,Vino Blanco Marqués de Vizhoja,"<p>VINO BLANCO MARQU&Eacute;S DE VIZHOJA</p>
<p>El vino blanco&nbsp;Marqu&eacute;s de Vizhoja es un vino Blanco de Autor con un Coupage &Uacute;nico.</p>
<p>Servir este vino a una temperatura entre 8&ordm; y 10&ordm;.</p>
<p>Si tiene alguna duda a la hora de <strong>comprar vino blanco Marqu&eacute;s de Vizhoja</strong>, p&oacute;ngase en contacto con el sumiller de nuestra tienda online de vinos y le asesorar&aacute; sin compromiso.</p>",5.9,Albariño,"VINOS COLOR Y AROMA, S.L.",2019,Sin D.O.,Joven,Sin paso por barrica,Vino Blanco
VB-RUDA-AIREN-FB-EDICION-LIMITADA,Vino Blanco Ruda Airén Fb Edición Limitada,"<p><strong>VINO BLANCO RUDA AIR&Eacute;N FB EDICI&Oacute;N LIMITADA</strong></p>
<div>
<p><strong>Vino Blanco Ruda Air&eacute;n</strong>, es elaborado con la variedad 100% Air&eacute;n. Este vino ha sido reconocido por International Guide Wine en el 2014, WINE UP, el mundodelvino.com, entre otras.</p>
<p>Al momento de descubrir el momento &oacute;ptimo de la recogida, la uva es despalillada y macerada con sus hollejos, extrayendo a continuaci&oacute;n el mosto que ser&aacute; introducido en barricas nuevas de roble franc&eacute;s donde realizar&aacute; la fermentaci&oacute;n y posterior crianza durante 4 meses en contacto con sus finas li&aacute;s, las cuales son removidas peri&oacute;dicamente a fin de facilitar la oxigenaci&oacute;n del vino ''Battonage''.</p>
<p>Seg&uacute;n la Revista digital de (vinowww.vinetur.com) Vi&ntilde;a Ruda Fermentado en Barrica 2012 obtuvo un Premio Acc&eacute;sit en la segunda edici&oacute;n del Concurso Nacional &ldquo;Air&eacute;n por el Mundo 2014&rdquo;. Concurso de vinos oficialmente reconocido por el Ministerio de Agricultura, Alimentaci&oacute;n y Medio Ambiente. (Publicado en el B.O.E. de 28 de diciembre de 2013).</p>
<p>Se recomienda guardar en una temperatura que oscila entre 8 &ordm;C y 10 &ordm;C. Su a&ntilde;ada en barrica es del 2013, de una selecci&oacute;n de uva a&iacute;ren. Con una fermentaci&oacute;n de alcohol 13 %.</p>
<p>Si tiene alguna duda a la hora de comprar&nbsp;<strong>Vino Blanco Ruda Air&eacute;n</strong>&nbsp;p&oacute;ngase en contacto con el sumiller de nuestra tienda online de vinos y le asesorar&aacute; sin compromiso.</p>
</div>",6.1,Airén,VIÑA RUDA,2014,IGP Vino de la Tierra de Castilla,Fermentado en Barrica,4 meses,Vino Blanco
VB-VINAS-DEL-VERO-CHARDONNAY,Vino Blanco Viñas del Vero Chardonnay,"<p>El <strong>Viñas del Vero Chardonnay</strong> es un <strong>vino blanco de gran calidad y sabor</strong>, que <strong>refleja la pasión</strong> y <strong>dedicación</strong> de la <strong>bodega Viñas del Vero</strong> por <strong>elaborar vinos únicos y con personalidad propia</strong>. Si eres <strong>amante del vino blanco</strong>, n<strong>o puedes dejar de probarlo</strong> y descubrir todos sus matices y secretos.</p>
<p>El <strong>vino blanco Viñas del Vero Chardonnay</strong> es <strong>uno de los vinos más destacados de la bodega Viñas del Vero</strong>, ubicada en la<strong> región de Somontano</strong>, en <strong>el norte de España</strong>. Esta bodega, <strong>fundada en 1986</strong>, es una de las más importantes y reconocidas de la región, con <strong>más de 1000 hectáreas de viñedos propios.</strong></p>
<p>El <strong>Viñas del Vero Chardonnay </strong>se elabora a partir de <strong>uvas de la variedad Chardonnay</strong>, <strong>cultivadas en los viñedos</strong> de la bodega <strong>a una altitud de entre 350 y 550 metros sobre el nivel del mar</strong>. La uva <strong>se vendimia manualmente</strong> en el momento óptimo de maduración para garantizar la máxima calidad y se somete a <strong>una fermentación en barricas de roble francés</strong>, lo que le aporta un <strong>sabor y aroma únicos</strong>.</p>
<p>Este vino blanco tiene un <strong>color amarillo pálido</strong> con <strong>reflejos dorados</strong> y un<strong> aroma intenso y complejo</strong>, en el que se aprecian <strong>notas de frutas tropicales, cítricos, vainilla y toques ahumados y especiados</strong>. En boca es <strong>fresco</strong>, con una <strong>acidez equilibrada y un sabor afrutado y persistente.</strong></p>
<p>El <strong>Viñas del Vero Chardonnay</strong> es un vino <strong>ideal para maridar con platos de pescado, mariscos, ensaladas y quesos suaves</strong>. Se recomienda <strong>servirlo a una temperatura de entre 8 y 10 grados Celsius</strong> para disfrutar de todos sus matices.</p>
<p>Además, este vino blanco es una <strong>excelente opción para disfrutar en cualquier momento del día</strong>, ya sea como <strong>aperitivo</strong>, <strong>acompañando una comida</strong> o en <strong>una reunión con amigos</strong>. Su <strong>sabor fresco y afrutado</strong> lo convierte en una <strong>opción refrescante y ligera para cualquier ocasión.</strong></p>
<p><strong><span style=""font-weight: 400;"">Si tiene alguna duda a la hora de comprar </span><strong>Vino Blanco Viñas del Vero Chardonnay</strong><span style=""font-weight: 400;"">, póngase en contacto con el sumiller de nuestra tienda online y le asesorará sin compromiso.</span></strong></p>",8.1,Chardonnay,González Byass Distribución S.L.,2022,D.O. Somontano,Joven,Sin paso por barrica,Vino Blanco
VB-VINAS-DEL-VERO-CLARION,Vino Blanco Viñas del Vero Clarión,"<p>El <strong>Vino Blanco Viñas del Vero Clarión</strong> es un <strong>vino joven y fresco</strong>, elaborado con una <strong>combinación única de uvas</strong> que le otorgan un <strong>sabor y aroma particulares</strong>. Es un vino muy <strong>versátil</strong> que se puede disfrutar <strong>tanto solo como acompañando comidas ligeras, pescados y mariscos</strong>. Se recomienda <strong>servirlo a una temperatura fresca</strong> para apreciar todas sus cualidades. Si eres un <strong>amante del vino blanco</strong>, <strong>no dudes en probar el Clarión</strong>, una excelente opción para descubrir <strong>la región del Somontano</strong>.</p>
<p>El <strong>Vino Blanco Viñas del Vero Clarión</strong> es un vino de la<strong> bodega Gonzalez Byass</strong>, elaborado en <strong>la región de Somontano</strong>, <strong>en el norte de España</strong>. Es un <strong>vino blanco joven y fresco</strong>, con un <strong>sabor equilibrado y afrutado</strong> que lo convierte en una <strong>excelente opción para acompañar comidas ligeras, pescados y mariscos.</strong></p>
<p>El Clarión se elabora a partir de la uva <strong>Chardonnay y Gewürztraminer</strong>, una combinación única que le otorga un <strong>sabor y aroma particulares</strong>. La uva <strong>Chardonnay</strong> aporta su <strong>cuerpo y estructura</strong>, mientras que la <strong>Gewürztraminer</strong> aporta sus <strong>aromas florales y frutales</strong>. El vino <strong>se fermenta en acero inoxidable a temperatura controlada</strong> para <strong>preservar sus aromas y sabores.</strong></p>
<p><strong>El Clarión</strong> es un <strong>vino muy versátil</strong>, que se puede disfrutar <strong>tanto solo como acompañando comidas</strong>. Se recomienda servirlo a una <strong>temperatura entre 8 y 10 grados Celsius</strong> para apreciar todas sus cualidades. En la copa, se puede apreciar un color amarillo pálido con destellos verdosos, característico de los vinos blancos jóvenes.</p>
<p>En nariz, el Clarión es muy aromático, con notas de frutas tropicales y flores blancas. En boca, es fresco y afrutado, con un sabor equilibrado y persistente. Su acidez moderada lo convierte en un vino fácil de beber, que no cansa el paladar.</p>
<p><span style=""font-weight: 400;"">Si tiene alguna duda a la hora de comprar <strong>Vino Blanco Viñas del Vero Clarión</strong></span><span style=""font-weight: 400;"">, póngase en contacto con el sumiller de nuestra tienda online y le asesorará sin compromiso.</span></p>",15.9,Chardonnay|Gewürztraminer,González Byass Distribución S.L.,2019,D.O. Somontano,Joven,Sin paso por barrica,Vino Blanco
VT-FERNANDEZ-DE-PIEROLA-RESERVA,Vino Tinto Fernández de Piérola Reserva,"<p><strong>VINO TINTO FERN&Aacute;NDEZ DE PIEROLA RESERVA</strong></p>
<div>El vino tinto Fern&aacute;ndez de Pierola reserva est&aacute; elaborado con uva <strong>100% Tempranillo</strong> y pertenece a la <strong>D.O.C. Rioja</strong>.</div>
<div>&nbsp;</div>
<div>Los <strong>vi&ntilde;edos</strong> con los que se elabora tienen una edad entre <strong>45 y 60 a&ntilde;os</strong>.</div>
<div>&nbsp;</div>
<div>Este vino ha tenido una crianza de <strong>24 meses en barricas</strong> de roble americano y franc&eacute;s.</div>
<div>&nbsp;</div>
<div>Servir este vino a una temperatura entre 16&ordm; y 18&ordm;, antes de ser servido es recomendable decantarlo.</div>
<div>&nbsp;</div>
<div>Graduaci&oacute;n Alcoh&oacute;lica de El Vino Tinto Fern&aacute;ndez de Pierola reserva: 14.50 grados</div>
<div>&nbsp;</div>
<div>Si tiene alguna duda a la hora de <strong>comprar Vino tinto Fern&aacute;ndez de Pierola reserva</strong>, p&oacute;ngase en contacto con el sumiller de nuestra tienda online de vinos y le asesorar&aacute; sin compromiso.</div>",13.9,Tempranillo,Cosecha 2012 S.L.,2008,D.O.C. Rioja,Reserva,24 meses,Vino Tinto
VT-JUAN-GIL-ETIQUETA-AMARILLA,Vino Tinto Juan Gil Etiqueta Amarilla,"<p><strong>Vino Tinto Juan Gil Etiqueta Amarilla</strong></p>
<div>El <strong>Vino Tinto Juan Gil Etiqueta Amarilla </strong>est&aacute; elaborado con uva 100% Monastrell y pertenece a la D.O. Jumilla.&nbsp;Los vi&ntilde;edos de Jumilla, principalmente de Monastrell, se encuentran a una altura sobre el nivel del mar entre 700 y 850 metros, viejos vi&ntilde;edos de secano. Influye muy positivamente la cercan&iacute;a del Mediterraneo.&nbsp;Este vino Joven de las bodegas de la familia Gil, cuyos origenes est&aacute;n en 1916. El <strong>Vino Tinto Juan Gil&nbsp;Etiqueta Amarilla&nbsp;</strong>tiene una&nbsp;maceraci&oacute;n-fermentaci&oacute;n en dep&oacute;sitos de acero inoxidable durante 15 d&iacute;as aprox. a una temperatura de 25&ordm; C. Fermentaci&oacute;n malolactica en dep&oacute;sito y posterior&nbsp;crianza de 4 meses en barrica de roble Americano y Franc&eacute;s.</div>
<div>&nbsp;</div>
<div>Recomendamos servir este vino a una temperatura entre 15&ordm; y 16&ordm;, &nbsp;preferiblemente constante.</div>
<div>&nbsp;</div>
<div>Si tiene alguna duda a la hora de <strong>comprar <strong>Vino Tinto Juan Gil Etiqueta Amarilla</strong></strong>, p&oacute;ngase en contacto con el sumiller de nuestra tienda online de vinos y le asesorar&aacute; sin compromiso.</div>
<div>&nbsp;</div>",7.65,Monastrell,Orowines S.L.,2020,D.O. Jumilla,Joven,4 meses,Vino Tinto
VT-PRUNO-ECOLOGICO-MAGNUM,Vino Tinto Pruno Magnum,"<div>El <strong>Vino Tinto Pruno Magnum</strong> de <strong>Finca Villacreces</strong> está elaborado con <strong>90% Tempranillo y 10% Cabernet Sauvignon</strong>. Pertenece a la<strong> D.O. ribera del Duero</strong>. Sus enólogos son Ángel Ortega y Lluís Laso.</div>
<div> </div>
<div>Los viñedos se sitúan en la localidad Vallisoletana de <strong>Quintanilla de Onesimo</strong>, con una edad superior a los 30 años.</div>
<div> </div>
<div>Este vino tiene una crianza de de <strong>12 meses barricas </strong>de roble francés de 3 años de edad.</div>
<div> </div>
<div>Servir este vino a una temperatura entre 16º y 18º.</div>
<div>
<h2><b>Bodegas Finca Villacreces</b><b></b></h2>
<p>Villacreces se extiende por una finca de 110 hectáreas, 64 de ellas de viñedo, asentada sobre un meandro del río Duero, en pleno corazón de la Milla de Oro de la Ribera del Duero. Este viñedo está dividido en 15 parcelas de las variedades tinto fino (tempranillo), cabernet sauvignon y merlot, que se entremezclan con un pinar centenario de gran valor medioambiental y paisajístico.</p>
<p>Finca Villacreces surge así como un viñedo único, condicionado por la diversidad de suelos donde se encuentra plantado, que van desde áreas extremadamente arenosas cerca de los pinos, a terrenos muy pedregosos donde predominan los cantos procedentes de la deposición aluvial del Duero. La pobreza del terreno garantiza, de forma natural, bajos rendimientos que rondan los 4.000 kg/hectárea.</p>
<p>Finca Villacreces se halla plantada a 700 metros de altitud sobre el nivel del mar y es objeto de un clima extremo, con grandes oscilaciones térmicas, inviernos largos y veranos secos con baja pluviometría. Sin embargo, el bosque que envuelve la finca le provee de un microclima especial que protege al viñedo de las circunstancias climáticas más agresivas.</p>
<p>En Finca Villacreces se busca una viticultura enfocada a la calidad, donde el viñedo se autorregula hasta limitar la producción a menos de 2 kilos por cepa. A su vez, estos viñedos son cultivados siguiendo criterios de viticultura integrada, donde se controla y preserva la propia condición natural de la vid para obtener vinos con la personalidad y tipicidad propia de Villacreces.</p>
</div>
<div>Si tiene alguna duda a la hora de comprar<strong> Vino Tinto Pruno Magnum</strong>, póngase en contacto con el sumiller de nuestra tienda online de vinos y le asesorará sin compromiso.</div>",27.4,Cabernet Sauvignon|Tempranillo,D.E.R. NAVARRO S.A.,2020,D.O. Ribera del Duero,Crianza,12 meses,Vino Tinto
