manufacturer,product name,precio iva incluido,stock,product url,category,product ID,aÃ±ada,formato,Tipo de Crianza,ean,meses en barrica,Proveedor,uvas,sku,Denominacion de Origen,tipo de vino,tipo de destilado,tipo de tequila,Estilo de cerveza,Tipo de cereal de la cerveza,Estilo de Ginebra,Familia de cerveza,Tipo de Whisky,Tipo de Champagne,Tipo de Gourmet,Medida,Volumen de medida,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32
Protos,Vino Tinto Protos Roble,9.92,1,https://vinopremier.com/vino-tinto-protos-roble.html,Â¡Vinos por menos de 10â‚¬ para triunfar!,389,2022,75.0,Roble,8420342002012,6 ,Carbonicas Alvarez S.L.,Tempranillo,VT-PROTOS-ROBLE, Ribera del Duero, Tinto,,,,,,,,,,cl.,75,,,,,
Bodega RamÃ³n Bilbao,Vino Tinto RamÃ³n Bilbao Crianza,10.77,1,https://vinopremier.com/vino-tinto-ramon-bilbao-crianza.html,Los MÃ¡s Vendidos del aÃ±o,399,2019,75.0,Crianza,8413423111086,14 ,Carbonicas Alvarez S.L.,Tempranillo,VT-RAMON-BILBAO-CRIANZA,C. Rioja, Tinto,,,,,,,,,,cl.,75,,,,,
Bodega Rejadorada,Vino Tinto Rejadorada Roble,14.1,1,https://vinopremier.com/vino-tinto-rejadorada-roble.html,D.O. Toro,401,2019,75.0,Roble,8437004931016,6 ,PIFEMA S.L.,Tempranillo,Tinta de Toro,VT-REJADORADA,D.O. Toro,Vino Tinto,,,,,,,,,,cl.,75,,,,
Bodegas Ochoa,Vino Tinto Calendas Garnacha,7.2,1,https://vinopremier.com/vino-tinto-calendas-garnacha.html,Syrah,407,2020,75.0,Roble,8414167010161,6 ,Bodegas Ochoa,Garnacha,vtcalendasroble, Navarra, Tinto,,,,,,,,,,cl.,75,,,,,
Bodegas Roda,Vino Tinto Roda Reserva,37.75,1,https://vinopremier.com/vino-tinto-roda-reserva.html,Tempranillo,410,2020,75.0,Reserva,8436538814758,16 ,BODEGAS RODA S.A.,,roda_reserva,C. Rioja, Tinto,,,,,,,,,,cl.,75,,,,,
,Vino Tinto Romanico,12.64,1,https://vinopremier.com/vino-tinto-romanico.html,D.O. Toro,411,2021,75.0,,8437010272318,,Carbonicas Alvarez S.L.,Tinta de Toro,VT-ROMANICO, Toro, Tinto,,,,,,,,,,cl.,75,,,,,
,Vino Tinto Ruda Ensamblaje,7.38,1,https://vinopremier.com/vino-tinto-ruda-ensamblaje.html,Vinos Para Halloween - 15%,414,2012,75.0,,8414606408900,,VIÃ‘A RUDA,Tempranillo,VTRudaesamblaje,IGP Vino de la Tierra de Castilla, Tinto,,,,,,,,,,cl.,75,,,,,
Bodega Rejadorada,Vino Tinto Sango Reserva de Rejadorada,25.23,1,https://vinopremier.com/vino-tinto-sango-reserva-de-rejadorada.html,D.O. Toro,425,2004,75.0,Reserva,8437004931269,18 ,PIFEMA S.L.,Tinta de Toro,SANGORESERV, Toro, Tinto,,,,,,,,,,cl.,75,,,,,
ViÃ±edos y Bodegas Sierra Cantabria,Vino Tinto Sierra Cantabria Crianza,13.98,1,https://vinopremier.com/vino-tinto-sierra-cantabria-crianza.html,Tempranillo,428,2017,75.0,Crianza,8414581104002,14 ,Carbonicas Alvarez S.L.,Tempranillo,VT-SIERRA-CANTABRIA-CRIANZA,C. Rioja, Tinto,,,,,,,,,,cl.,75,,,,,
,Vino Tinto Tres Lunas,12.6,1,https://vinopremier.com/vino-tinto-tres-lunas.html,D.O. Toro,456,2012,75.0,,8437001035021,,"Cavinsa, S.L.",Tinta de Toro,VT-TRES-LUNAS, Toro, Tinto,,,,,,,,,,cl.,75,,,,,
Bodega Teso de la Monja,Vino Tinto Victorino,65.82,1,https://vinopremier.com/vino-tinto-victorino.html,D.O. Toro,479,2020,75.0,Crianza,8437010272110,18 ,Carbonicas Alvarez S.L.,Tinta de Toro,VT-VICTORINO, Toro, Tinto,,,,,,,,,,cl.,75,,,,,
Gonzalez Byass,Vino Tinto ViÃ±as del Vero Gran Vos Reserva,22.63,1,https://vinopremier.com/vino-tinto-vi-as-del-vero-gran-vos-reserva.html,Merlot,495,2015,75.0,Reserva,8421293551000,15 ,GonzÃ¡lez Byass DistribuciÃ³n S.L.,Cabernet Sauvignon,Merlot,VINASDELVEROGRANVOSRESERV,D.O. Somontano,Vino Tinto,,,,,,,,,,cl.,75,,,,
Gonzalez Byass,Vino Tinto ViÃ±as del Vero La Miranda de Secastilla,11.19,1,https://vinopremier.com/vino-tinto-vinas-del-vero-la-miranda-de-secastilla.html,Syrah,496,2020,75.0,Roble,8421293721007,8 ,GonzÃ¡lez Byass DistribuciÃ³n S.L.,Syrah,VINASDELVEROMIRANDASECASTILLA, Somontano, Tinto,,,,,,,,,,cl.,75,,,,,
Gonzalez Byass,Vino Tinto ViÃ±as del Vero Merlot-Cabernet Sauvignon Roble,6.23,1,https://vinopremier.com/vino-tinto-vi-as-del-vero-merlot-cabernet-sauvignon-roble.html,Vinos Para Halloween - 15%,500,2022,75.0,Roble,8421293511004,4 ,GonzÃ¡lez Byass DistribuciÃ³n S.L.,Cabernet Sauvignon,Merlot,VTVinasdelverotintojoven,D.O. Somontano,Vino Tinto,,,,,,,,,,cl.,75,,,,
Bodega Volver,Vino Tinto Volver Tempranillo,13.98,1,https://vinopremier.com/vino-tinto-volver-tempranillo.html,D.O. La Mancha,506,2018,75.0,Crianza,8436555720186,18 ,Carbonicas Alvarez S.L.,Tempranillo,VT-VOLVER-TEMPRANILLO, La Mancha, Tinto,,,,,,,,,,cl.,75,,,,,
Bellori Vinos,Vino Blanco BellorÃ­ Fermentado En Barrica,21.66,1,https://vinopremier.com/vino-blanco-bellori-fermentado-en-barrica.html,EspaÃ±a,549,2017,75.0,Fermentado en Barrica,8437008361222,,"Bellori Vinos, S.L.",Verdejo,VB-BELLORI-CRIANZA-BARRICA, Rueda, Blanco,,,,,,,,,,cl.,75,,,,,
Bellori Vinos,Vino Blanco BellorÃ­ Verdejo,10.29,1,https://vinopremier.com/vino-blanco-bellori-verdejo.html,EspaÃ±a,550,2022,75.0,Joven,8437020645041,,"Bellori Vinos, S.L.",Verdejo,VB-BELLORI-VERDEJO-JOVEN, Rueda, Blanco,,,,,,,,,,cl.,75,,,,,
,Vino Blanco Blanco Nieva,8.23,1,https://vinopremier.com/vino-blanco-blanco-nieva.html,Â¡Vinos por menos de 10â‚¬ para triunfar!,552,2020,75.0,,8423231400371,,LA SELECCION DEL SUMILLER S.L.,Verdejo,BlancoNieva, Rueda, Blanco,,,,,,,,,,cl.,75,,,,,
,Vino Blanco Clavidor Mil Besos,13.19,1,https://vinopremier.com/vino-blanco-clavidor-mil-besos.html,Vinos Para Halloween - 15%,559,2014,75.0,,No Disponible,,,Sauvignon Blanc,VB1000BESOS, Rueda, Blanco,,,,,,,,,,cl.,75,,,,,
JosÃ© Pariente,Vino Blanco JosÃ© Pariente Fermentado En Barrica,22.39,1,https://vinopremier.com/vino-blanco-jose-pariente-fermentado-en-barrica.html,D.O. Rueda,584,2021,75.0,Fermentado en Barrica,8437009098172,,Carbonicas Alvarez S.L.,Verdejo,VB-JOSE-PARIENTE-VERDEJO-FERMENTADO-EN-BARRICA, Rueda, Blanco,,,,,,,,,,cl.,75,,,,,
Herrero Bodega,Vino Blanco Robert Vedel Cepas Viejas,12.64,1,https://vinopremier.com/vino-blanco-robert-vedel-cepas-viejas.html,EspaÃ±a,625,2020,75.0,Joven,8437012535107,Sin paso por barrica,HERRERO VEDEL S.L.,Verdejo,VB-ROBERT-VEDEL-CEPAS-VIEJAS, Rueda, Blanco,,,,,,,,,,cl.,75,,,,,
Vinos Sanz,Vino Blanco Sanz Verdejo,8.47,1,https://vinopremier.com/vino-blanco-sanz-verdejo.html,Variedades de uva,626,2022,75.0,Joven,8413181000028,,VINOS SANZ S.A.,Verdejo,VB-SANZ-VERDEJO, Rueda, Blanco,,,,,,,,,,cl.,75,,,,,
Shaya Bodegas y ViÃ±edos,Vino Blanco Shaya,14.46,1,https://vinopremier.com/vino-blanco-shaya.html,Â¡Vinos por menos de 10â‚¬ para triunfar!,627,2019,75.0,Joven,8437005068438,Sin paso por barrica,Orowines S.L.,Verdejo,VB-SHAYA, Rueda, Blanco,,,,,,,,,,cl.,75,,,,,
,Vino Blanco Verdejo Codonal Vinum Nobile,26.02,1,https://vinopremier.com/vino-blanco-verdejo-codonal-vinum-nobile.html,Verdejo,637,2012,75.0,Fermentado en Barrica,8437012056015,,,Verdejo,CODONALVINUM,V.T. Castilla y LeÃ³n, Blanco,,,,,,,,,,cl.,75,,,,,
Bodegas Yllera,Vino Blanco CantosÃ¡n ViÃ±as Viejas,10.77,1,https://vinopremier.com/vino-blanco-cantosan-vi-as-viejas.html,Â¡Vinos por menos de 10â‚¬ para triunfar!,645,2020,75.0,,8420378000167,,,Verdejo,VBCANTOSAN-VINAS-VIEJAS, Rueda, Blanco,,,,,,,,,,cl.,75,,,,,
,Vino Blanco Ata Rangi Craighall Chardonnay,69.93,1,https://vinopremier.com/vino-blanco-ata-rangi-craighall-chardonnay.html,Vinos Internacionales,703,2011,75.0,,9421013422497,,Meddis Import Export Gourmet,Chardonnay,VB-ATA-RANGI-CRAIGHALL-CHARDONNAY,Marlborough - Nueva Zelanda, Blanco,,,,,,,,,,cl.,75,,,,,
Bodegas Arzuaga Navarro,Vino Tinto Arzuaga Crianza (375ml),17.55,1,https://vinopremier.com/vino-tinto-arzuaga-crianza-375-ml.html,Merlot,805,2020,37.5,Crianza,8429077183942,16 ,COALLA,Cabernet Sauvignon,Merlot,Tempranillo,VINO-TINTO-ARZUAGA-CRIANZA-375-ML,D.O. Ribera del Duero,Vino Tinto,,,,,,,,,,cl.,37.5,,,
Bodegas MarquÃ©s de Vitoria,Vino Tinto MarquÃ©s de Vitoria Crianza MÃ¡gnum,21.36,1,https://vinopremier.com/vino-tinto-marques-de-vitoria-crianza-magnum.html,D.O. ca. Rioja,822,2019,1.5,Crianza,8432292290159,12 ,VOLDISTRIBUCION MADRID S.A.,Tempranillo,marquesvitoriamagnum,C. Rioja, Tinto,,,,,,,,,,L.,1.5,,,,,
Bodegas Arzuaga Navarro,"Vino Tinto Pago Florentino Magnum 1,5 Litros",33.15,1,https://vinopremier.com/vino-tinto-pago-florentino-magnum-15-litros.html,Cencibel,824,2016,1.5,,8429077159015,12 ,BODEGAS ARZUAGA NAVARRO S.L.,Cencibel,VT-PAGO-FLORENTINO-MAGNUM,Vino de Pago, Tinto,,,,,,,,,,L.,1.5,,,,,
Bodegas Riojanas,Vino Tinto ViÃ±a Albina Reserva,10.83,1,https://vinopremier.com/vino-tinto-vi-a-albina-reserva.html,Mazuelo,899,2017,75.0,Reserva,8410030507769,30 ,BODEGAS RIOJANAS S.A.,Mazuelo,VT-VINA-ALBINA-RESERVA,C. Rioja, Tinto,,,,,,,,,,cl.,75,,,,,
Bodegas Ochoa,Condimento de Cocina Agraz Verjus de Ochoa,14.36,1,https://vinopremier.com/condimento-de-cocina-agraz-verjus-de-ochoa.html,Especias y Condimentos,1303,,500.0,,8414167090095,,Bodegas Ochoa,,COCOAGVEOC,,Gourmet,,,,,,,,,Especias y Condimentos,ml.,500,,,,,
Bodega Itsasmendi,Vino Blanco Itsasmendi 7,20.33,1,https://vinopremier.com/vino-blanco-itsasmendi-7.html,Riesling,1520,2019,75.0,,8437001807055,Sin paso por barrica,DISTRIBUIDORA PRIMERAS MARCAS,Hondarribi Zuri,Riesling,VB-ITSASMENDI-7,D.O. Bizkaiko Txakolina,Vino Blanco,,,,,,,,,,cl.,75,,,,
Bodegas Pittacum,Vino Tinto Pittacum Aurea,36.3,1,https://vinopremier.com/vino-tinto-pittacum-aurea.html,D.O. Bierzo,1524,2015,75.0,Crianza,8437002557164,14 ,,MencÃ­a,VT-pittacum-aurea, Bierzo, Tinto,,,,,,,,,,cl.,75,,,,,
Bodegas Ateca,Vino Tinto Atteca,15.67,1,https://vinopremier.com/vino-tinto-atteca.html,D.O. Calatayud,1525,2020,75.0,Crianza,8437005068230,10 ,Carbonicas Alvarez S.L.,Garnacha,VT-ATTECA, Calatayud, Tinto,,,,,,,,,,cl.,75,,,,,
Bodegas Ateca,Vino Tinto Atteca Armas,46.16,1,https://vinopremier.com/vino-tinto-atteca-armas.html,EspaÃ±a,1526,2019,75.0,Crianza,8437005068254,18 ,Orowines S.L.,Garnacha,VT-ATTECA-ARMAS, Calatayud, Tinto,,,,,,,,,,cl.,75,,,,,
,Vino Tinto Finca Antigua Crianza,9.5,1,https://vinopremier.com/vino-tinto-finca-antigua-crianza.html,D.O. La Mancha,1531,2011,75.0,Crianza,8436543100716,12 ,"Delgado Seleccion, S.L.",Cabernet Sauvignon,Merlot,Syrah,Tempranillo,FANTIGUA,D.O. La Mancha,Vino Tinto,,,,,,,,,,cl.,75,,
,Vino Tinto FernÃ¡ndez de Pierola Crianza,13.92,1,https://vinopremier.com/vino-tinto-fernandez-de-pierola-crianza.html,Tempranillo,1535,2018,75.0,Crianza,8437004344014,18 ,Cosecha 2012 S.L.,Tempranillo,VTFEPICR,C. Rioja, Tinto,,,,,,,,,,cl.,75,,,,,
Bodega Roda,Vino Tinto Roda I Reserva,63.28,1,https://vinopremier.com/vino-tinto-roda-i-reserva.html,D.O. ca. Rioja,1540,2018,75.0,Reserva,8436538814161,24 ,BODEGAS RODA S.A.,,Roda-I,C. Rioja, Tinto,,,,,,,,,,cl.,75,,,,,
Bodegas Canopy,Vino Tinto Malpaso Syrah,16.4,1,https://vinopremier.com/vino-tinto-malpaso-syrah.html,EspaÃ±a,1550,2021,75.0,,8437007400021,12 ,D.E.R. NAVARRO S.A.,Syrah,VT-MALPASO-SYRAH, Mentrida, Tinto,,,,,,,,,,cl.,75,,,,,
Bodegas Ochoa,Vino Blanco Ochoa Calendas Vegano,7.2,1,https://vinopremier.com/vino-blanco-calendas-de-ochoa.html,Viura,1554,2021,75.0,,8414167080072,,Bodegas Ochoa,Viura,vbcalendas, Navarra, Blanco,,,,,,,,,,cl.,75,,,,,
Finca Villacreces,Vino Tinto Pruno,14.88,1,https://vinopremier.com/vino-tinto-pruno-ecologico.html,Cabernet Sauvignon,1558,2021,75.0,Crianza,8437005373099,12 ,D.E.R. NAVARRO S.A.,Cabernet Sauvignon,Tempranillo,VT-PRUNO-ECOLOGICO,D.O. Ribera del Duero,Vino Tinto,,,,,,,,,,cl.,75,,,,
Pago de Carraovejas,Vino Tinto Pago de Carraovejas,43.62,1,https://vinopremier.com/vino-tinto-pago-de-carraovejas.html,Los MÃ¡s Vendidos del aÃ±o,1566,2021,75.0,Crianza,8426411002211,12 ,"ALMA CARRAOVEJAS DISTRIBUCION, S.L.",Tempranillo,VT-PAGO-DE-CARRAOVEJAS, Ribera del Duero, Tinto,,,,,,,,,,cl.,75,,,,,
,Vino Blanco Javier Sanz Viticultor Semidulce,9.38,1,https://vinopremier.com/vino-blanco-javier-sanz-viticultor-rey-santo-semidulce.html,Â¡Vinos por menos de 10â‚¬ para triunfar!,1589,2021,75.0,,8437001025015,,JAVIER SANZ VITICULTOR S.L.,Verdejo,REYSANTSEMIDU, Rueda, Blanco,,,,,,,,,,cl.,75,,,,,
Leyenda del Paramo,Vino Tinto El MÃ©dico Prieto Picudo,19.36,1,https://vinopremier.com/vino-tinto-el-medico-prieto-picudo.html,Prieto Picudo,1591,2015,75.0,Crianza,8437011067098,9 ,Leyenda del Paramo S.L,Prieto Picudo,VTELMED,V.T. Castilla y LeÃ³n, Tinto,,,,,,,,,,cl.,75,,,,,
Bodega Chozas Carrascal,Vino Tinto Chozas Carrascal Las 2 Ces,10.29,1,https://vinopremier.com/vino-tinto-chozas-carrascal-las-2-ces.html,Black Friday - Vinopremier,1599,2014,75.0,,8437012547483,,,Tempranillo,VINO-TINTO-LAS-DOS-CES,Vino de Pago, Tinto,,,,,,,,,,cl.,75,,,,,
Enate,Vino Blanco Enate Chardonnay 234,10.83,1,https://vinopremier.com/vino-blanco-enate-chardonnay-234.html,Los MÃ¡s Vendidos del aÃ±o,1627,2022,75.0,Joven,8425961900008,Sin paso por barrica,VOLDISTRIBUCION MADRID S.A.,Chardonnay,VB-enateChar, Somontano, Blanco,,,,,,,,,,cl.,75,,,,,
Pago Casa del Blanco,Vino Tinto Quixote Petit Verdot,13.92,1,https://vinopremier.com/vino-tinto-quixote-petit-verdot.html,Vinos Para Halloween - 15%,1632,2014,75.0,,8431519140246,12 ,"Pago Casa Del Blanco, S.L.",Petit Verdot,VT-QUIXOTE-PETIT-VERDOT,Vino de Pago Casa del Blanco, Tinto,,,,,,,,,,cl.,75,,,,,
Bodegas Borsao,Vino Tinto Borsao Tres Picos,20.33,1,https://vinopremier.com/vino-tinto-borsao-tres-picos.html,EspaÃ±a,1638,2020,75.0,Joven,8412423120098,5 ,PIFEMA S.L.,Garnacha,VT-BORSAO-TRES-PICOS, Campo de Borja, Tinto,,,,,,,,,,cl.,75,,,,,
Bodegas Torres,Vino Blanco Las Mulas Sauvignon Blanc,10.53,1,https://vinopremier.com/vino-blanco-las-mulas-sauvignon-blanc.html,Vinos Para Halloween - 15%,1644,2019,75.0,,8410113002143,,"Miguel Torres, S.A.",Sauvignon Blanc,VB-las_mulas_sauvignon,Valle Central - Chile, Blanco,,,,,,,,,,cl.,75,,,,,
,Vino Blanco Waltraud,26.32,1,https://vinopremier.com/vino-blanco-waltraud.html,D.O. PenedÃ©s,1646,2019,75.0,,8410113001115,,Carbonicas Alvarez S.L.,Riesling,VB-WALTRAUD, Penedes, Blanco,,,,,,,,,,cl.,75,,,,,
Bodegas Torres,Vino Blanco Atrium Chardonnay,11.01,1,https://vinopremier.com/vino-blanco-atrium-chardonnay.html,Chardonnay,1647,2019,75.0,,8410113001191,,"Miguel Torres, S.A.",Chardonnay,atriumchard12, Penedes, Blanco,,,,,,,,,,cl.,75,,,,,
,Vino Blanco Jean Leon Vinya Gigi Chardonnay,25.89,1,https://vinopremier.com/vino-blanco-jean-leon-vinya-gigi-chardonnay.html,Chardonnay,1649,2017,75.0,,8422864110039,6 ,"Miguel Torres, S.A.",Chardonnay,vinyagigich, Penedes, Blanco,,,,,,,,,,cl.,75,,,,,
Bodegas Torres,Vino Blanco Santa Digna Reserva Chardonnay,9.44,1,https://vinopremier.com/vino-blanco-santa-digna-reserva-chardonnay.html,Chardonnay,1659,2018,75.0,Fermentado en Barrica,8410113005151,,"Miguel Torres, S.A.",Chardonnay,VB-santa_digna_reserva_chardonnay_2013,Valle Central - Chile, Blanco,,,,,,,,,,cl.,75,,,,,
,Vino Tinto Balarus,8.71,1,https://vinopremier.com/vino-tinto-balarus.html,Black Friday - Vinopremier,1665,2012,75.0,,8437003211201,,,Garnacha,VT-BALARUS,C. Rioja, Tinto,,,,,,,,,,cl.,75,,,,,
,Vino Blanco Fransola,30.13,1,https://vinopremier.com/vino-blanco-fransola.html,Vinos Para Halloween - 15%,1670,2016,75.0,,8410113001108,,VINOMIO,Viura,VB-fransola, Penedes, Blanco,,,,,,,,,,cl.,75,,,,,
,Vino Blanco Verdeo,8.17,1,https://vinopremier.com/vino-blanco-verdeo.html,Â¡Vinos por menos de 10â‚¬ para triunfar!,1671,2020,75.0,,8410113002679,,"Miguel Torres, S.A.",Verdejo,VERDEO, Rueda, Blanco,,,,,,,,,,cl.,75,,,,,
Enate,Vino Tinto Enate Crianza,12.34,1,https://vinopremier.com/vino-tinto-enate-crianza.html,D.O. Somontano,1721,2018,75.0,Crianza,8425961500000,9 ,Carbonicas Alvarez S.L.,Cabernet Sauvignon,Tempranillo,VT-ENATE-CRIANZA,D.O. Somontano,Vino Tinto,,,,,,,,,,cl.,75,,,,
Bodegas VetonÃ©,Vino Tinto Cielo,8.59,1,https://vinopremier.com/vino-tinto-cielo.html,Black Friday - Vinopremier,1735,2015,75.0,Roble,8437010561146,8 ,"Bodegas y ViÃ±edos Valhondo, S.L,",Petit Verdot,Pinot Noir,Syrah,Tempranillo,VT-cielo,V.T. Castilla y LeÃ³n,Vino Tinto,,,,,,,,,,cl.,75,,
Bodegas VetonÃ©,Vino Tinto VetonÃ©,10.77,1,https://vinopremier.com/vino-tinto-vetone.html,Black Friday - Vinopremier,1736,2013,75.0,Crianza,8437010561139,16 ,"Bodegas y ViÃ±edos Valhondo, S.L,",Petit Verdot,Pinot Noir,Syrah,Tempranillo,VT-vetone,V.T. Castilla y LeÃ³n,Vino Tinto,,,,,,,,,,cl.,75,,
,Vino Dulce Pedro Ximenez Duquesa,18.03,1,https://vinopremier.com/vino-dulce-pedro-ximenez-duquesa.html,D.O. Jerez-Xeres-Sherry y Manzanilla,1742,Sin AÃ±ada,75.0,Criaderas y Soleras,8410161081114,,Carbonicas Alvarez S.L.,Pedro XimÃ©nez,VD-PXDUQUESA, Jerez-XÃ©rÃ¨s-Sherry, Tinto,,,,,,,,,,cl.,75,,,,,
,Vino Blanco Hermanos Lurton Cuesta de Oro,25.41,1,https://vinopremier.com/vino-blanco-hermanos-lurton-cuesta-de-oro.html,Vinos Para Halloween - 15%,1753,2012,75.0,,3480042103681,,"Monteplata, S.L.",Verdejo,VB-HLCstOro, Rueda, Blanco,,,,,,,,,,cl.,75,,,,,
Tinto Pesquera,Vino Tinto Pesquera Crianza,30.98,1,https://vinopremier.com/vino-tinto-pesquera-crianza.html,EspaÃ±a,1762,2020,75.0,Crianza,8423339924014,18 ,VINOMIO,Tempranillo,VT-PESQUERA-CRIANZA, Ribera del Duero, Tinto,,,,,,,,,,cl.,75,,,,,
Descendientes de J. Palacios,Vino Tinto Petalos del Bierzo,21.84,1,https://vinopremier.com/vino-tinto-petalos-del-bierzo.html,D.O. Bierzo,1765,2021,75.0,Roble,8436559741804,10 ,Carbonicas Alvarez S.L.,MencÃ­a,VT-PETALOS-DEL-BIERZO, Bierzo, Tinto,,,,,,,,,,cl.,75,,,,,
Bodegas RenÃ© Barbier,Vino Tinto RenÃ© Barbier Mediterrenean,4.66,1,https://vinopremier.com/vino-tinto-rene-barbier-mediterrenean-tinto.html,Vinos Para Halloween - 15%,1773,,75.0,,8410428216037,,"BODEGA REYES MAGOS, S.L.",Merlot,Tempranillo,VB-reneBeMTi,D.O. Penedes,Vino Tinto,,,,,,,,,,cl.,75,,,,
Zinio Bodegas,Vino Blanco LÃ¡grimas de MarÃ­a Viura y Tempranillo,6.9,1,https://vinopremier.com/vino-blanco-lagrimas-de-maria-viura-y-tempranillo.html,EspaÃ±a,1777,2022,75.0,Joven,8429766261401,Sin paso por barrica,"Bodegas Patrocinio, S.C.L.",Viura,VINO-BLANCO-LAGRIMASDEMARIA-VIURA,C. Rioja, Blanco,,,,,,,,,,cl.,75,,,,,
Zinio Bodegas,Vino Tinto LÃ¡grimas de MarÃ­a Crianza,8.41,1,https://vinopremier.com/vino-tinto-lagrimas-de-maria-crianza.html,Los MÃ¡s Vendidos del aÃ±o,1778,2020,75.0,Crianza,8429766261104,12 ,"Bodegas Patrocinio, S.C.L.",Tempranillo,VINO-TINTO-LAGRIMASDEMARIA-CRIANZA,C. Rioja, Tinto,,,,,,,,,,cl.,75,,,,,
Zinio Bodegas,Vino Tinto LÃ¡grimas de MarÃ­a Madurado 6 Meses,8.47,1,https://vinopremier.com/vino-tinto-lagrimas-de-maria-madurado.html,EspaÃ±a,1779,2020,75.0,Joven,8429766261302,6 ,"Bodegas Patrocinio, S.C.L.",Tempranillo,VINO-TINTO-LAGRIMASDEMARIA-MADURADO,C. Rioja, Tinto,,,,,,,,,,cl.,75,,,,,
Zinio Bodegas,Vino Blanco Zinio,7.14,1,https://vinopremier.com/vino-blanco-zinio.html,Viura,1782,2022,75.0,Joven,8429766265003,Sin paso por barrica,"Bodegas Patrocinio, S.C.L.",Viura,VB-ZINIO,C. Rioja, Blanco,,,,,,,,,,cl.,75,,,,,
,Vino Blanco Can Credo,20.09,1,https://vinopremier.com/vino-blanco-can-credo.html,D.O. PenedÃ©s,1793,2010,75.0,,No Disponible,,,Xarel-lo,VB-CANCREDO, Penedes, Blanco,,,,,,,,,,cl.,75,,,,,
Bodegas Pittacum,Vino Tinto Pittacum,14.94,1,https://vinopremier.com/vino-tinto-pittacum.html,EspaÃ±a,1808,2019,75.0,Roble,8437002557157,6 ,3 BARRICAS S.A.,MencÃ­a,VT-PITTACUM, Bierzo, Tinto,,,,,,,,,,cl.,75,,,,,
Abadia Retuerta,"Vino Tinto AbadÃ­a Retuerta SelecciÃ³n Especial Magnum 1,5L.",67.16,1,https://vinopremier.com/vino-tinto-abadia-retuerta-seleccion-especial-magnum.html,V.T. Castilla y LeÃ³n,1829,2017,1.5,Reserva,8437005944671,16 ,Carbonicas Alvarez S.L.,Cabernet Sauvignon,Merlot,Syrah,Tempranillo,VT-ABADIA-RETUERTA-SEL.ES-MAGNUM,V.T. Castilla y LeÃ³n,Vino Tinto,,,,,,,,,,L.,1.5,,
Abadia Retuerta,Vino Tinto Abadia Retuerta Pago Negralada,87.12,1,https://vinopremier.com/vino-tinto-reserva-abadia-retuerta-pago-negralada.html,V.T. Castilla y LeÃ³n,1830,2017,1.5,Reserva,8436588600073,19 ,Carbonicas Alvarez S.L.,Tempranillo,VT-PAGO-NEGRALADA,V.T. Castilla y LeÃ³n, Tinto,,,,,,,,,,L.,1.5,,,,,
,Vino Tinto Villano Joven Roble,6.47,1,https://vinopremier.com/vino-tinto-villano-roble.html,V.T. Castilla y LeÃ³n,1866,2014,75.0,Joven,8437005241237,3 ,"Inveravante Selecta, S.L.",Tempranillo,VT-VILLANO-ROBLE,V.T. Castilla y LeÃ³n, Tinto,,,,,,,,,,cl.,75,,,,,
,Vino Tinto PÃ©talos del Bierzo Magnum,50.34,1,https://vinopremier.com/vino-tinto-petalos-del-bierzo-magnum.html,D.O. Bierzo,1871,2021,1.5,Roble,8436559741811,4 ,Aseuniv S.L.,MencÃ­a,704_PtBM, Bierzo, Tinto,,,,,,,,,,L.,1.5,,,,,
Bodega Pago del Vicario,Vino Blanco Pago del Vicario Blanco de Tempranillo,6.62,1,https://vinopremier.com/vino-blanco-pago-del-vicario-blanco-de-tempranillo.html,IGP Vino de la Tierra de Castilla,1882,2020,75.0,Joven,8437013840286,Sin paso por barrica,PIFEMA S.L.,Tempranillo Blanco,1345_PbCT,IGP Vino de la Tierra de Castilla, Blanco,,,,,,,,,,cl.,75,,,,,
Bodegas y ViÃ±edos Martue,Vino Tinto MartÃºe Joven con Crianza,8.89,1,https://vinopremier.com/vino-tinto-joven-con-crianza-martue.html,Syrah,1887,2012,75.0,Joven,8437003739521,10 ,,Cabernet Sauvignon,Merlot,Syrah,Tempranillo,1385_MtCT,Vino de Pago,Vino Tinto,,,,,,,,,,cl.,75,,
Pago de Vallegarcia,Vino Tinto VallegarcÃ­a Syrah Crianza,24.68,1,https://vinopremier.com/vino-tinto-vallegarcia-syrah-crianza.html,Syrah,1891,2018,75.0,Crianza,8437006874342,9 ,ATEM DISTRIBUCION DE VINOS Y LICORES S.L.,Syrah,1439_VtCS,Vino de Pago, Tinto,,,,,,,,,,cl.,75,,,,,
Pago de Vallegarcia,Vino Tinto Petit Hipperia Joven con Crianza,16.46,1,https://vinopremier.com/vino-tinto-joven-con-crianza-petit-hipperia.html,Syrah,1892,2011,75.0,Joven,8437006874427,10 ,ATEM DISTRIBUCION DE VINOS Y LICORES S.L.,Petit Verdot,1441_PtCM,Vino de Pago, Tinto,,,,,,,,,,cl.,75,,,,,
Bodegas Terras Gauda,Vino Blanco Terras Gauda,16.34,1,https://vinopremier.com/vino-blanco-terras-gauda.html,D.O. Rias Baixas,1904,2022,75.0,,8423037100017,,Carbonicas Alvarez S.L.,AlbariÃ±o,VB-TERRAS-GAUDA, Rias Baixas, Blanco,,,,,,,,,,cl.,75,,,,,
